アイテムID,日本語アイテム名
3561,コットンワークグローブ
3562,イニシエートグローブ
3563,アイアンガントレット
3568,コットンドレスグローブ
3570,コットンブレーサー
3572,アルドゴートライトミトン
3574,アイアンスケイルフィンガー
3575,ベルベティーンハーフグローブ
3576,アルドゴートフィンガレスグローブ
3578,アルドゴート・ギャザラーフィンガレスグローブ
3579,ヘヴィアイアンガントレット
3581,アルドゴートリングバンド
3583,ベルベティーンショーティ
3586,スチールヴァンブレイス
3597,トードアームガード
3599,スチールガントレット
3601,ベルベティーンワークグローブ
3602,オールドスミスグローブ
3603,ベルベティーンドレスグローブ
3605,スチールスケイルフィンガー
3607,リネンハーフグローブ
3611,ボアフィンガレスグローブ
3613,ボア・ギャザラーフィンガレスグローブ
3614,ヘヴィスチールガントレット
3616,ボアリングバンド
3619,スチールミトンガントレット
3621,リネンショーティ
3622,ホーンスケイルフィンガー
3623,ミスリルヴァンブレイス
3625,ペイストフィンガレスグローブ
3627,ペイスト・ギャザラーフィンガレスグローブ
3628,ミスリルガントレット
3639,ボアスミスグローブ
3640,ウールドレスグローブ
3642,ミスリルミトンガントレット
3644,メイジハーフグローブ
3645,ウールブレーサー
3647,ウールハーフグローブ
3648,ウールワークグローブ
3649,ヘヴィミスリルガントレット
3651,ラプトルフィンガレスグローブ
3653,ラプトル・ギャザラーフィンガレスグローブ
3654,コバルトヴァンブレイス
3656,ボアリングバンド(ファイア)
3658,ボアリングバンド(アイス)
3660,ボアリングバンド(ウィンド)
3662,ボアリングバンド(アース)
3664,ボアリングバンド(ライトニング)
3666,ボアリングバンド(ウォーター)
3668,ラプトルスミスグローブ
3669,トータススケイルフィンガー
3670,コバルトミトンガントレット
3676,スパイクドアームガード
3678,フェルトブレーサー
3680,フェルトハーフグローブ
3681,フェルトワークグローブ
3691,ヴィンテージスミスグローブ
3692,コバルトガントレット
3694,ラプトルアームガード
3696,フェルトドレスグローブ
3698,パトリシアングローブ
3699,ミリシアリングバンド
3700,ミリシアガントレット
3701,ミリシアミトンガントレット
3705,センチネルガントレット
3706,カーペンターグローブ
3707,ブラックスミスグローブ
3708,アーモラーグローブ
3709,ゴールドスミスグローブ
3710,レザーワーカーアームガード
3711,ウィーバーグローブ
3712,アルケミストグローブ
3713,クリナリアンミトン
3714,ディガーグローブ
3715,カッターグローブ
3716,フィッシャーグローブ
3723,ヘヴィ・ダークスチールガントレット
3724,ダークスチール・ミトンガントレット
3725,ヒッポグリフブレーサー
3726,ヒッポグリフグローブ
3727,ヴァンヤキャスターグローブ
3728,ヴァンヤヒーラーグローブ
3740,ダックビル
3741,ギャザラーダックビル
3742,クロッグ
3747,ドリームブーツ
3750,ヒューランサイブーツ
3751,ヒューランロングブーツ
3752,エレゼンジャックブーツ
3753,エレゼンシューズ
3754,ララフェルトップブーツ
3755,ララフェルブーティ
3756,ミコッテブーツ
3757,ミコッテシューズ
3758,ルガディンブーツ
3759,ルガディンサンダル
3761,シューズ
3762,クラコー
3763,パッテン
3764,サンダル
3765,レギンス
3766,ブーツ
3767,ソルレット
3768,アマチュアサイブーツ
3769,アマチュアダックビル
3770,ジャックブーツ
3771,ハードレザーシューズ
3772,カリガ
3773,ハードレザーサンダル
3774,エスパドリーユ
3775,サバトン
3777,ハードレザーブーツ
3779,アッシュパッテン
3780,ハードレザークラコー
3781,プランダードサバトン
3782,プランダードダックビル
3783,プランダードモカシン
3784,アルドゴートレギンス
3788,ダックビルDX
3790,ギャザラーダックビルDX
3791,アルドゴートレッグガード
3793,アイアンサバトン
3795,イニシエートサイブーツ
3799,アルドゴートエスパドリーユ
3800,コットンドレスシューズ
3802,アイアンクラッドブーツ
3804,アイアンスケイルグリーヴ
3805,エルムパッテン
3806,アルドゴートダックビル
3808,アルドゴートクラコー
3810,アルドゴートギャザラークラコー
3821,アルドゴートブーツ
3823,ベルベティーンゲイター
3825,スチールサバトン
3827,トードレッグガード
3829,トードワークブーツ
3830,オールドサイブーツ
3831,ベルベティーンドレスシューズ
3833,スチールクラッドブーツ
3835,スチールスケイルグリーヴ
3837,ウォルナットパッテン
3841,ボアクラコー
3843,ボアギャザラークラコー
3844,トードダックビル
3847,スチールアーマードカリガ
3849,リネンゲイター
3850,ホーンスケイルグリーヴ
3851,ペイストクラコー
3853,ペイストギャザラークラコー
3854,ミスリルサバトン
3856,ボアダックビル
3858,ミスリルクラッドブーツ
3860,ボアサイブーツ
3861,ミスリルアーマードカリガ
3863,メイジパッテン
3864,エクスプローラーサバトン
3865,エクスプローラーモカシン
3866,ボアモカシン
3868,ミスリルソルレット
3870,オークパッテン
3871,ボアワークブーツ
3881,ウールドレスシューズ
3883,コバルトクラッドブーツ
3885,ラプトルサイブーツ
3886,トータススケイルグリーヴ
3887,コバルトアーマードカリガ
3904,ハンティングモカシン
3906,コバルトソルレット
3908,マホガニーパッテン
3909,ラプトルワークブーツ
3910,バッカニアブーツ
3911,ヴィンテージサイブーツ
3912,コバルトサバトン
3914,フェルトドレスシューズ
3916,ラプトルレッグガード
3918,パトリシアンゲイター
3919,テンプラーソルレット
3920,ミリシアダックビル
3921,ミリシアサバトン
3922,ミリシアカリガ
3926,センチネルサバトン
3927,カーペンターワークブーツ
3928,ブラックスミスワークブーツ
3929,アーモラーワークブーツ
3930,ゴールドスミスブーツ
3931,レザーワーカーブーツ
3932,ウィーバーサイブーツ
3933,アルケミストサイブーツ
3934,クリナリアンゲイター
3935,ディガーワークブーツ
3936,カッターワークブーツ
3937,フィッシャーワークブーツ
3943,ダークスチールソルレット
3944,ヒッポグリフサイブーツ
3945,ヒッポグリフモカシン
3946,ヴァンヤクラコー
3947,スプルースパッテン
4091,カッパーリストレット
4092,リストバンド
4093,ボーンアルミラ
4094,ブラスリストレット
4095,ブラスクラフターリストレット
4097,ハードレザー・リストバンド
4099,ハードレザー・ギャザラーリストバンド
4100,ホワイトコーラルアルミラ
4103,シルバーリストレット
4105,シルバークラフターリストレット
4106,アルドゴートリストバンド
4108,アルドゴートギャザラーリストバンド
4109,サンブレスレット
4111,ダンビュライトブレスレット
4113,マラカイトブレスレット
4115,スフェーンブレスレット
4117,フローライトブレスレット
4119,ラピスラズリブレスレット
4121,ホーンアルミラ
4124,ミスリルリストレット
4126,ミスリルクラフターリストレット
4130,ボアリストバンド
4132,ボアギャザラーリストバンド
4133,ガーネットブレスレット
4135,ゴシェナイトブレスレット
4137,ペリドットブレスレット
4139,ヘリオドールブレスレット
4141,アメジストブレスレット
4143,アクアマリンブレスレット
4145,ホワイトパールブレスレット
4147,レッドコーラルアルミラ
4150,エレクトラムリストレット
4152,エレクトラムクラフターリストレット
4153,ラプトルリストバンド
