アイテムID,日本語アイテム名,ワールド名,UNIXタイムスタンプ,取引日時(JST),単価(Gil),数量,合計金額(Gil),HQフラグ,購入者名
52440,ヘアカタログ:ブレイドバン,Gungnir,1785999579,2026-08-06 15:59:39,1099900,1,1099900,NQ,Lucas Clement
5530,コークス,Carbuncle,1785999574,2026-08-06 15:59:34,207,99,20493,NQ,Diamant Zaandam
5530,コークス,Carbuncle,1785999573,2026-08-06 15:59:33,207,99,20493,NQ,Diamant Zaandam
5530,コークス,Carbuncle,1785999572,2026-08-06 15:59:32,207,99,20493,NQ,Diamant Zaandam
5530,コークス,Carbuncle,1785999570,2026-08-06 15:59:30,207,99,20493,NQ,Diamant Zaandam
52440,ヘアカタログ:ブレイドバン,Gungnir,1785999568,2026-08-06 15:59:28,1099900,1,1099900,NQ,Lucas Clement
5530,コークス,Carbuncle,1785999567,2026-08-06 15:59:27,207,99,20493,NQ,Diamant Zaandam
49220,活力の宝水G4,Typhon,1785999498,2026-08-06 15:58:18,4500,3,13500,HQ,Jun Yuno
49220,活力の宝水G4,Typhon,1785999495,2026-08-06 15:58:15,3000,1,3000,HQ,Jun Yuno
52440,ヘアカタログ:ブレイドバン,Hades,1785999469,2026-08-06 15:57:49,1364500,1,1364500,NQ,Matango Matango
43982,高山岩塩,Pandaemonium,1785999463,2026-08-06 15:57:43,147,99,14553,NQ,Zia Yuriel
5532,樹液塊,Carbuncle,1785999446,2026-08-06 15:57:26,180,99,17820,NQ,Diamant Zaandam
5532,樹液塊,Carbuncle,1785999445,2026-08-06 15:57:25,180,99,17820,NQ,Diamant Zaandam
5532,樹液塊,Carbuncle,1785999444,2026-08-06 15:57:24,180,99,17820,NQ,Diamant Zaandam
5532,樹液塊,Carbuncle,1785999443,2026-08-06 15:57:23,180,99,17820,NQ,Diamant Zaandam
5532,樹液塊,Carbuncle,1785999442,2026-08-06 15:57:22,180,99,17820,NQ,Diamant Zaandam
10373,魔導機械修理材,Alexander,1785999416,2026-08-06 15:56:56,1609,99,159291,NQ,Vaalmonica Rancierda
10373,魔導機械修理材,Alexander,1785999415,2026-08-06 15:56:55,1609,99,159291,NQ,Vaalmonica Rancierda
49228,イヨラエキス,Pandaemonium,1785999413,2026-08-06 15:56:53,2800,95,266000,NQ,Zia Yuriel
49228,イヨラエキス,Pandaemonium,1785999409,2026-08-06 15:56:49,2800,99,277200,NQ,Zia Yuriel
46246,紫電の霊砂,Pandaemonium,1785999403,2026-08-06 15:56:43,2800,97,271600,NQ,Zia Yuriel
50292,ストーリーラヴァー・クローク,Ixion,1785999402,2026-08-06 15:56:42,510800,1,510800,NQ,Iria Sky
46246,紫電の霊砂,Pandaemonium,1785999401,2026-08-06 15:56:41,2799,99,277101,NQ,Zia Yuriel
46185,古ぼけた地図G18,Ixion,1785999379,2026-08-06 15:56:19,4500,1,4500,NQ,Theo Felix
52440,ヘアカタログ:ブレイドバン,Tonberry,1785999371,2026-08-06 15:56:11,1099888,1,1099888,NQ,Leo Sora
50971,包丁強化用グリップ材,Fenrir,1785999366,2026-08-06 15:56:06,19300,1,19300,NQ,Lua Ciel
50971,包丁強化用グリップ材,Fenrir,1785999365,2026-08-06 15:56:05,19300,1,19300,NQ,Lua Ciel
50971,包丁強化用グリップ材,Fenrir,1785999364,2026-08-06 15:56:04,19300,1,19300,NQ,Lua Ciel
50055,属性添加用部材,Fenrir,1785999353,2026-08-06 15:55:53,176000,1,176000,NQ,Lua Ciel
46856,人造ダークマターβ,Fenrir,1785999345,2026-08-06 15:55:45,146900,1,146900,NQ,Lua Ciel
46856,人造ダークマターβ,Fenrir,1785999343,2026-08-06 15:55:43,145900,1,145900,NQ,Lua Ciel
46856,人造ダークマターβ,Fenrir,1785999342,2026-08-06 15:55:42,145900,1,145900,NQ,Lua Ciel
46856,人造ダークマターβ,Fenrir,1785999341,2026-08-06 15:55:41,130000,1,130000,NQ,Lua Ciel
52295,演技教本:後ろを振り返る,Belias,1785999339,2026-08-06 15:55:39,1799000,1,1799000,NQ,Row Ty
43557,古ぼけた地図G17,Ixion,1785999333,2026-08-06 15:55:33,4000,1,4000,NQ,Aske Lamperouge
41767,巨匠のハイオメガマテリジャ,Ridill,1785999324,2026-08-06 15:55:24,10000,30,300000,NQ,Libra Omega
43982,高山岩塩,Hades,1785999315,2026-08-06 15:55:15,100,99,9900,NQ,Aria Citron
27712,チタンブロンズナゲット,Tonberry,1785999306,2026-08-06 15:55:06,200,1,200,HQ,Tama Roas
27712,チタンブロンズナゲット,Tonberry,1785999305,2026-08-06 15:55:05,200,1,200,NQ,Tama Roas
45976,ロードクロサイト,Carbuncle,1785999303,2026-08-06 15:55:03,2399,3,7197,NQ,Lilac Phoenix
27712,チタンブロンズナゲット,Tonberry,1785999303,2026-08-06 15:55:03,189,3,567,NQ,Tama Roas
27712,チタンブロンズナゲット,Tonberry,1785999302,2026-08-06 15:55:02,181,6,1086,NQ,Tama Roas
27712,チタンブロンズナゲット,Tonberry,1785999301,2026-08-06 15:55:01,180,3,540,HQ,Tama Roas
32830,演技教本:チョコボの筆,Tonberry,1785999243,2026-08-06 15:54:03,11400,1,11400,NQ,Aeri Sun
46185,古ぼけた地図G18,Tiamat,1785999238,2026-08-06 15:53:58,30000,1,30000,NQ,Ketenramm Wuntwilf
46185,古ぼけた地図G18,Tiamat,1785999225,2026-08-06 15:53:45,29999,1,29999,NQ,Ketenramm Wuntwilf
50055,属性添加用部材,Durandal,1785999211,2026-08-06 15:53:31,54691,1,54691,NQ,X'lin Nunh
52440,ヘアカタログ:ブレイドバン,Shinryu,1785999166,2026-08-06 15:52:46,1300000,1,1300000,NQ,Anna Snow
13,ウォータークリスタル,Anima,1785999161,2026-08-06 15:52:41,35,2000,70000,NQ,Angelus Aklesia
12,ライトニングクリスタル,Anima,1785999156,2026-08-06 15:52:36,32,2000,64000,NQ,Angelus Aklesia
13115,カララント:ジェットブラック,Titan,1785999155,2026-08-06 15:52:35,439800,2,879600,NQ,Lowumm Boya
13115,カララント:ジェットブラック,Titan,1785999154,2026-08-06 15:52:34,430000,2,860000,NQ,Lowumm Boya
13115,カララント:ジェットブラック,Titan,1785999153,2026-08-06 15:52:33,430000,2,860000,NQ,Lowumm Boya
50442,コスモ・アームドウェポン認証鍵,Bahamut,1785999146,2026-08-06 15:52:26,393996,1,393996,NQ,Yuri Hoshinova
8,ファイアクリスタル,Pandaemonium,1785999144,2026-08-06 15:52:24,50,9999,499950,NQ,Kou Tya
52295,演技教本:後ろを振り返る,Ifrit,1785999125,2026-08-06 15:52:05,1397000,1,1397000,NQ,Allow Topazinia
8,ファイアクリスタル,Mandragora,1785999064,2026-08-06 15:51:04,30,9999,299970,NQ,Opan Ta
18,ライトニングクラスター,Tiamat,1785999061,2026-08-06 15:51:01,8,2000,16000,NQ,Untoko Dokkoisho
18,ライトニングクラスター,Tiamat,1785999059,2026-08-06 15:50:59,8,2000,16000,NQ,Untoko Dokkoisho
48096,フォーチュンカロット,Titan,1785999055,2026-08-06 15:50:55,3111111,2,6222222,NQ,Mimimi Nn
48096,フォーチュンカロット,Titan,1785999051,2026-08-06 15:50:51,3100000,2,6200000,NQ,Mimimi Nn
16,ウィンドクラスター,Tiamat,1785999045,2026-08-06 15:50:45,24,2000,48000,NQ,Untoko Dokkoisho
16,ウィンドクラスター,Tiamat,1785999044,2026-08-06 15:50:44,24,2000,48000,NQ,Untoko Dokkoisho
38245,ワイルドエンフォーサー・グローブ,Pandaemonium,1785999044,2026-08-06 15:50:44,15000000,1,15000000,NQ,Mela Pesca
16,ウィンドクラスター,Tiamat,1785999042,2026-08-06 15:50:42,24,2000,48000,NQ,Untoko Dokkoisho
52286,ピクニック・バード,Ridill,1785999037,2026-08-06 15:50:37,8000,1,8000,NQ,Fortune Schwarzschild
47175,ゴールデンサム・ファイル,Masamune,1785999008,2026-08-06 15:50:08,159999,1,159999,HQ,Isaac Castleton
13114,カララント:ピュアホワイト,Carbuncle,1785999001,2026-08-06 15:50:01,400000,1,400000,NQ,Lyndanisse Vymmaith
13114,カララント:ピュアホワイト,Carbuncle,1785998999,2026-08-06 15:49:59,400000,1,400000,NQ,Lyndanisse Vymmaith
13114,カララント:ピュアホワイト,Carbuncle,1785998997,2026-08-06 15:49:57,400000,1,400000,NQ,Lyndanisse Vymmaith
47181,ゴールデンサム・クリナリーナイフ,Masamune,1785998994,2026-08-06 15:49:54,162996,1,162996,HQ,Isaac Castleton
49832,クレセントマギ・ソーサラーネックレス,Shinryu,1785998990,2026-08-06 15:49:50,18000000,1,18000000,NQ,Ta Negi
49831,クレセントマギ・ソーサラーイヤリング,Shinryu,1785998985,2026-08-06 15:49:45,15000739,1,15000739,NQ,Ta Negi
46252,石匠の研磨剤,Titan,1785998978,2026-08-06 15:49:38,11400,2,22800,NQ,Elt Fuyka
46252,石匠の研磨剤,Titan,1785998977,2026-08-06 15:49:37,11400,3,34200,NQ,Elt Fuyka
46252,石匠の研磨剤,Titan,1785998975,2026-08-06 15:49:35,11400,7,79800,NQ,Elt Fuyka
10373,魔導機械修理材,Ifrit,1785998947,2026-08-06 15:49:07,1593,99,157707,NQ,Gat Spring
10373,魔導機械修理材,Ifrit,1785998946,2026-08-06 15:49:06,1593,99,157707,NQ,Gat Spring
50971,包丁強化用グリップ材,Fenrir,1785998922,2026-08-06 15:48:42,19300,1,19300,NQ,Lua Ciel
50055,属性添加用部材,Fenrir,1785998912,2026-08-06 15:48:32,175990,1,175990,NQ,Lua Ciel
41780,巨匠のハイアルテマテリジャ,Ridill,1785998909,2026-08-06 15:48:29,22000,66,1452000,NQ,Libra Omega
49832,クレセントマギ・ソーサラーネックレス,Unicorn,1785998874,2026-08-06 15:47:54,18800000,1,18800000,NQ,Hiro Iw
49835,クレセントマギ・マスターソーサラーリング,Unicorn,1785998862,2026-08-06 15:47:42,19739,1,19739,NQ,Hiro Iw
52440,ヘアカタログ:ブレイドバン,Anima,1785998810,2026-08-06 15:46:50,1310000,1,1310000,NQ,Haru Lotty
13,ウォータークリスタル,Tonberry,1785998794,2026-08-06 15:46:34,41,2000,82000,NQ,Vermilinor Ros
13,ウォータークリスタル,Tonberry,1785998792,2026-08-06 15:46:32,40,3000,120000,NQ,Vermilinor Ros
52440,ヘアカタログ:ブレイドバン,Anima,1785998776,2026-08-06 15:46:16,1300000,1,1300000,NQ,Sora Gestalt
36086,パームシロップ,Titan,1785998762,2026-08-06 15:46:02,118,39,4602,NQ,Id Sharon
50971,包丁強化用グリップ材,Fenrir,1785998758,2026-08-06 15:45:58,19298,1,19298,NQ,Lua Ciel
50055,属性添加用部材,Fenrir,1785998747,2026-08-06 15:45:47,168990,1,168990,NQ,Lua Ciel
46856,人造ダークマターβ,Fenrir,1785998740,2026-08-06 15:45:40,130000,1,130000,NQ,Lua Ciel
52266,ダックポーター・ホイッスル,Kujata,1785998740,2026-08-06 15:45:40,14981000,1,14981000,NQ,Kikiajimi Davinci-
10396,サベネアンサンダル,Tonberry,1785998715,2026-08-06 15:45:15,500,1,500,NQ,Akane Yoikaze
41780,巨匠のハイアルテマテリジャ,Ridill,1785998702,2026-08-06 15:45:02,24000,15,360000,NQ,Libra Omega
11,アースクリスタル,Aegis,1785998699,2026-08-06 15:44:59,42,500,21000,NQ,Caffelatte Mocha
32802,カーフスキン・ライダースシューズ,Belias,1785998699,2026-08-06 15:44:59,29000,1,29000,NQ,Artema Mona
48096,フォーチュンカロット,Durandal,1785998696,2026-08-06 15:44:56,3000000,1,3000000,NQ,Appeal Broad
48096,フォーチュンカロット,Durandal,1785998695,2026-08-06 15:44:55,3000000,1,3000000,NQ,Appeal Broad
48096,フォーチュンカロット,Durandal,1785998694,2026-08-06 15:44:54,3000000,1,3000000,NQ,Appeal Broad
9,アイスクリスタル,Aegis,1785998689,2026-08-06 15:44:49,45,500,22500,NQ,Caffelatte Mocha
52440,ヘアカタログ:ブレイドバン,Belias,1785998674,2026-08-06 15:44:34,1500000,1,1500000,NQ,Ciao Chuuru
52440,ヘアカタログ:ブレイドバン,Anima,1785998656,2026-08-06 15:44:16,1300000,1,1300000,NQ,Tiara Melrose
52292,演技教本:高笑い,Belias,1785998656,2026-08-06 15:44:16,1350000,1,1350000,NQ,Platy Glaucus
52440,ヘアカタログ:ブレイドバン,Anima,1785998652,2026-08-06 15:44:12,1300000,1,1300000,NQ,Pawa Wichu
49240,キャラメルポップコーン,Hades,1785998611,2026-08-06 15:43:31,3033,30,90990,HQ,Saboten Kircheis
52295,演技教本:後ろを振り返る,Garuda,1785998600,2026-08-06 15:43:20,1499998,1,1499998,NQ,Nuo Skapei
50057,属性添加用合成樹脂,Fenrir,1785998591,2026-08-06 15:43:11,136999,1,136999,NQ,Lua Ciel
46857,人造ダークマターγ,Fenrir,1785998583,2026-08-06 15:43:03,134999,1,134999,NQ,Lua Ciel
36169,ハイダリウムインゴット,Shinryu,1785998576,2026-08-06 15:42:56,500,1,500,NQ,Norris Jr
36169,ハイダリウムインゴット,Shinryu,1785998575,2026-08-06 15:42:55,500,1,500,NQ,Norris Jr
36169,ハイダリウムインゴット,Shinryu,1785998574,2026-08-06 15:42:54,499,1,499,NQ,Norris Jr
49835,クレセントマギ・マスターソーサラーリング,Kujata,1785998573,2026-08-06 15:42:53,20000,1,20000,NQ,Croix Bartel
36169,ハイダリウムインゴット,Shinryu,1785998573,2026-08-06 15:42:53,488,1,488,NQ,Norris Jr
49835,クレセントマギ・マスターソーサラーリング,Kujata,1785998572,2026-08-06 15:42:52,19740,1,19740,NQ,Croix Bartel
36169,ハイダリウムインゴット,Shinryu,1785998572,2026-08-06 15:42:52,480,2,960,HQ,Norris Jr
13115,カララント:ジェットブラック,Titan,1785998552,2026-08-06 15:42:32,435000,1,435000,NQ,Tulun Dotharl
13115,カララント:ジェットブラック,Titan,1785998550,2026-08-06 15:42:30,430000,2,860000,NQ,Tulun Dotharl
13114,カララント:ピュアホワイト,Titan,1785998547,2026-08-06 15:42:27,470000,2,940000,NQ,Tulun Dotharl
13114,カララント:ピュアホワイト,Titan,1785998546,2026-08-06 15:42:26,470000,2,940000,NQ,Tulun Dotharl
13114,カララント:ピュアホワイト,Titan,1785998545,2026-08-06 15:42:25,470000,2,940000,NQ,Tulun Dotharl
52440,ヘアカタログ:ブレイドバン,Chocobo,1785998541,2026-08-06 15:42:21,1440000,1,1440000,NQ,Asuka Misaki
10373,魔導機械修理材,Ridill,1785998535,2026-08-06 15:42:15,1598,99,158202,NQ,Loto Bite
49830,クレセントマギ・マスターファイターリング,Chocobo,1785998529,2026-08-06 15:42:09,39739,1,39739,NQ,Kan San
5365,バンブー材,Tiamat,1785998529,2026-08-06 15:42:09,400,4,1600,NQ,Himari Turner
49240,キャラメルポップコーン,Chocobo,1785998528,2026-08-06 15:42:08,2893,10,28930,HQ,Lery Reyes
5365,バンブー材,Tiamat,1785998527,2026-08-06 15:42:07,500,2,1000,NQ,Himari Turner
5365,バンブー材,Tiamat,1785998526,2026-08-06 15:42:06,700,8,5600,NQ,Himari Turner
49240,キャラメルポップコーン,Chocobo,1785998525,2026-08-06 15:42:05,2893,10,28930,HQ,Lery Reyes
49240,キャラメルポップコーン,Chocobo,1785998523,2026-08-06 15:42:03,2893,10,28930,HQ,Lery Reyes
49235,眼力の宝薬G4,Durandal,1785998520,2026-08-06 15:42:00,3600,99,356400,HQ,Horse Chestnut
5629,信力のマテリア,Ifrit,1785998513,2026-08-06 15:41:53,930,1,930,NQ,Kaffka Evercold
13,ウォータークリスタル,Tonberry,1785998499,2026-08-06 15:41:39,40,3000,120000,NQ,Outer Space
13,ウォータークリスタル,Tonberry,1785998497,2026-08-06 15:41:37,40,3000,120000,NQ,Outer Space
13,ウォータークリスタル,Anima,1785998485,2026-08-06 15:41:25,34,3000,102000,NQ,Yome Yomeme
13,ウォータークリスタル,Anima,1785998483,2026-08-06 15:41:23,32,2401,76832,NQ,Yome Yomeme
44030,高山亜麻布,Aegis,1785998481,2026-08-06 15:41:21,800,1,800,NQ,Ulme I-wasi
44030,高山亜麻布,Aegis,1785998480,2026-08-06 15:41:20,700,1,700,NQ,Ulme I-wasi
8,ファイアクリスタル,Anima,1785998473,2026-08-06 15:41:13,37,2000,74000,NQ,Yome Yomeme
8,ファイアクリスタル,Anima,1785998472,2026-08-06 15:41:12,37,2000,74000,NQ,Yome Yomeme
8,ファイアクリスタル,Anima,1785998470,2026-08-06 15:41:10,37,2000,74000,NQ,Yome Yomeme
52440,ヘアカタログ:ブレイドバン,Unicorn,1785998460,2026-08-06 15:41:00,1300000,1,1300000,NQ,Shino Nefiria
52440,ヘアカタログ:ブレイドバン,Shinryu,1785998451,2026-08-06 15:40:51,1300000,1,1300000,NQ,Venal Vertebrate
52440,ヘアカタログ:ブレイドバン,Shinryu,1785998450,2026-08-06 15:40:50,1290000,1,1290000,NQ,Venal Vertebrate
52440,ヘアカタログ:ブレイドバン,Shinryu,1785998448,2026-08-06 15:40:48,1240000,1,1240000,NQ,Venal Vertebrate
44001,カザナルインゴット,Chocobo,1785998442,2026-08-06 15:40:42,500,1,500,NQ,Moru M'oru
44001,カザナルインゴット,Chocobo,1785998441,2026-08-06 15:40:41,480,1,480,NQ,Moru M'oru
44001,カザナルインゴット,Chocobo,1785998440,2026-08-06 15:40:40,445,3,1335,NQ,Moru M'oru
44001,カザナルインゴット,Chocobo,1785998439,2026-08-06 15:40:39,430,1,430,NQ,Moru M'oru
44001,カザナルインゴット,Chocobo,1785998438,2026-08-06 15:40:38,411,1,411,NQ,Moru M'oru
49832,クレセントマギ・ソーサラーネックレス,Belias,1785998429,2026-08-06 15:40:29,17490000,1,17490000,NQ,Lloyd Green
10,ウィンドクリスタル,Tiamat,1785998423,2026-08-06 15:40:23,38,1000,38000,NQ,Leo Adams
41763,博識のハイオメガマテリジャ,Alexander,1785998412,2026-08-06 15:40:12,1150,3,3450,NQ,Yuu Carte
13,ウォータークリスタル,Anima,1785998412,2026-08-06 15:40:12,32,2688,86016,NQ,Cub Chino
41763,博識のハイオメガマテリジャ,Alexander,1785998410,2026-08-06 15:40:10,1017,2,2034,NQ,Yuu Carte
44071,タンブルクラブの枯草,Kujata,1785998395,2026-08-06 15:39:55,300,5,1500,NQ,Vermilinor Ros
44071,タンブルクラブの枯草,Kujata,1785998394,2026-08-06 15:39:54,300,5,1500,NQ,Vermilinor Ros
44071,タンブルクラブの枯草,Kujata,1785998392,2026-08-06 15:39:52,300,99,29700,NQ,Vermilinor Ros
44071,タンブルクラブの枯草,Kujata,1785998391,2026-08-06 15:39:51,300,99,29700,NQ,Vermilinor Ros
44071,タンブルクラブの枯草,Kujata,1785998389,2026-08-06 15:39:49,300,99,29700,NQ,Vermilinor Ros
13708,カララント:パステルピンク,Titan,1785998379,2026-08-06 15:39:39,30000,2,60000,NQ,Kusi Niku
13708,カララント:パステルピンク,Titan,1785998377,2026-08-06 15:39:37,30000,2,60000,NQ,Kusi Niku
8166,サベネアの野菜,Pandaemonium,1785998367,2026-08-06 15:39:27,144500,1,144500,NQ,Ecarlate Rubys
5530,コークス,Titan,1785998362,2026-08-06 15:39:22,150,46,6900,NQ,Luca Ciao
5530,コークス,Titan,1785998361,2026-08-06 15:39:21,150,99,14850,NQ,Luca Ciao
5530,コークス,Titan,1785998360,2026-08-06 15:39:20,150,99,14850,NQ,Luca Ciao
50055,属性添加用部材,Fenrir,1785998354,2026-08-06 15:39:14,165000,1,165000,NQ,Lua Ciel
52440,ヘアカタログ:ブレイドバン,Anima,1785998344,2026-08-06 15:39:04,1250000,1,1250000,NQ,Angelus Aklesia
50447,ノーブル・マジックカーペット,Atomos,1785998320,2026-08-06 15:38:40,9000000,1,9000000,NQ,Mog Champ
50447,ノーブル・マジックカーペット,Atomos,1785998319,2026-08-06 15:38:39,8800000,1,8800000,NQ,Mog Champ
10373,魔導機械修理材,Shinryu,1785998318,2026-08-06 15:38:38,1635,99,161865,NQ,Vipechi Torys
28139,イミテーション・ロングウィンドウ,Gungnir,1785998302,2026-08-06 15:38:22,660,1,660,NQ,Riruta Nana
13708,カララント:パステルピンク,Chocobo,1785998301,2026-08-06 15:38:21,30000,2,60000,NQ,Liz Bringend
28139,イミテーション・ロングウィンドウ,Gungnir,1785998301,2026-08-06 15:38:21,650,1,650,NQ,Riruta Nana
28139,イミテーション・ロングウィンドウ,Gungnir,1785998299,2026-08-06 15:38:19,500,1,500,NQ,Riruta Nana
28139,イミテーション・ロングウィンドウ,Gungnir,1785998298,2026-08-06 15:38:18,460,1,460,NQ,Riruta Nana
13114,カララント:ピュアホワイト,Pandaemonium,1785998291,2026-08-06 15:38:11,459740,2,919480,NQ,Liz Zz
52440,ヘアカタログ:ブレイドバン,Hades,1785998287,2026-08-06 15:38:07,1364000,1,1364000,NQ,Parm Royal
50971,包丁強化用グリップ材,Durandal,1785998287,2026-08-06 15:38:07,23000,1,23000,NQ,Galin Malin
52295,演技教本:後ろを振り返る,Titan,1785998286,2026-08-06 15:38:06,1940000,1,1940000,NQ,Tochi Riko
13114,カララント:ピュアホワイト,Anima,1785998282,2026-08-06 15:38:02,460000,1,460000,NQ,Anko Mochi
46185,古ぼけた地図G18,Pandaemonium,1785998266,2026-08-06 15:37:46,5000,1,5000,NQ,Insane Tas
46185,古ぼけた地図G18,Typhon,1785998266,2026-08-06 15:37:46,24999,1,24999,NQ,Ryoko Chan
51263,エバーキープ・ステレオ,Ifrit,1785998260,2026-08-06 15:37:40,692029,1,692029,NQ,Luna Rifa
46185,古ぼけた地図G18,Pandaemonium,1785998254,2026-08-06 15:37:34,5000,1,5000,NQ,Insane Tas
46185,古ぼけた地図G18,Typhon,1785998249,2026-08-06 15:37:29,24900,1,24900,NQ,Ryoko Chan
50971,包丁強化用グリップ材,Bahamut,1785998244,2026-08-06 15:37:24,34000,1,34000,NQ,Yusura Takahara
50055,属性添加用部材,Fenrir,1785998240,2026-08-06 15:37:20,165000,1,165000,NQ,Lua Ciel
50972,包丁強化用合金,Bahamut,1785998240,2026-08-06 15:37:20,43000,1,43000,NQ,Yusura Takahara
49275,コートリーラヴァー・ディフェンダーブーツ,Tonberry,1785998237,2026-08-06 15:37:17,150768,1,150768,HQ,Viee Edgerunner
44001,カザナルインゴット,Masamune,1785998237,2026-08-06 15:37:17,700,1,700,NQ,Hitoiro Arue
