アイテムID,アイテム名,ワールド名,取引日時(JST),単価(Gil),数量,HQ,購入者名
45976,ロードクロサイト,Carbuncle,2026-08-06 15:55:03,2399,3,NQ,Lilac Phoenix
27712,チタンブロンズナゲット,Tonberry,2026-08-06 15:55:03,189,3,NQ,Tama Roas
27712,チタンブロンズナゲット,Tonberry,2026-08-06 15:55:02,181,6,NQ,Tama Roas
27712,チタンブロンズナゲット,Tonberry,2026-08-06 15:55:01,180,3,HQ,Tama Roas
32830,演技教本:チョコボの筆,Tonberry,2026-08-06 15:54:03,11400,1,NQ,Aeri Sun
46185,古ぼけた地図G18,Tiamat,2026-08-06 15:53:58,30000,1,NQ,Ketenramm Wuntwilf
46185,古ぼけた地図G18,Tiamat,2026-08-06 15:53:45,29999,1,NQ,Ketenramm Wuntwilf
50055,属性添加用部材,Durandal,2026-08-06 15:53:31,54691,1,NQ,X'lin Nunh
52440,ヘアカタログ:ブレイドバン,Shinryu,2026-08-06 15:52:46,1300000,1,NQ,Anna Snow
13,ウォータークリスタル,Anima,2026-08-06 15:52:41,35,2000,NQ,Angelus Aklesia
12,ライトニングクリスタル,Anima,2026-08-06 15:52:36,32,2000,NQ,Angelus Aklesia
13115,カララント:ジェットブラック,Titan,2026-08-06 15:52:35,439800,2,NQ,Lowumm Boya
13115,カララント:ジェットブラック,Titan,2026-08-06 15:52:34,430000,2,NQ,Lowumm Boya
13115,カララント:ジェットブラック,Titan,2026-08-06 15:52:33,430000,2,NQ,Lowumm Boya
50442,コスモ・アームドウェポン認証鍵,Bahamut,2026-08-06 15:52:26,393996,1,NQ,Yuri Hoshinova
8,ファイアクリスタル,Pandaemonium,2026-08-06 15:52:24,50,9999,NQ,Kou Tya
52295,演技教本:後ろを振り返る,Ifrit,2026-08-06 15:52:05,1397000,1,NQ,Allow Topazinia
8,ファイアクリスタル,Mandragora,2026-08-06 15:51:04,30,9999,NQ,Opan Ta
18,ライトニングクラスター,Tiamat,2026-08-06 15:51:01,8,2000,NQ,Untoko Dokkoisho
18,ライトニングクラスター,Tiamat,2026-08-06 15:50:59,8,2000,NQ,Untoko Dokkoisho
48096,フォーチュンカロット,Titan,2026-08-06 15:50:55,3111111,2,NQ,Mimimi Nn
48096,フォーチュンカロット,Titan,2026-08-06 15:50:51,3100000,2,NQ,Mimimi Nn
16,ウィンドクラスター,Tiamat,2026-08-06 15:50:45,24,2000,NQ,Untoko Dokkoisho
16,ウィンドクラスター,Tiamat,2026-08-06 15:50:44,24,2000,NQ,Untoko Dokkoisho
38245,ワイルドエンフォーサー・グローブ,Pandaemonium,2026-08-06 15:50:44,15000000,1,NQ,Mela Pesca
16,ウィンドクラスター,Tiamat,2026-08-06 15:50:42,24,2000,NQ,Untoko Dokkoisho
52286,ピクニック・バード,Ridill,2026-08-06 15:50:37,8000,1,NQ,Fortune Schwarzschild
47175,ゴールデンサム・ファイル,Masamune,2026-08-06 15:50:08,159999,1,HQ,Isaac Castleton
13114,カララント:ピュアホワイト,Carbuncle,2026-08-06 15:50:01,400000,1,NQ,Lyndanisse Vymmaith
13114,カララント:ピュアホワイト,Carbuncle,2026-08-06 15:49:59,400000,1,NQ,Lyndanisse Vymmaith
13114,カララント:ピュアホワイト,Carbuncle,2026-08-06 15:49:57,400000,1,NQ,Lyndanisse Vymmaith
47181,ゴールデンサム・クリナリーナイフ,Masamune,2026-08-06 15:49:54,162996,1,HQ,Isaac Castleton
49832,クレセントマギ・ソーサラーネックレス,Shinryu,2026-08-06 15:49:50,18000000,1,NQ,Ta Negi
49831,クレセントマギ・ソーサラーイヤリング,Shinryu,2026-08-06 15:49:45,15000739,1,NQ,Ta Negi
46252,石匠の研磨剤,Titan,2026-08-06 15:49:38,11400,2,NQ,Elt Fuyka
46252,石匠の研磨剤,Titan,2026-08-06 15:49:37,11400,3,NQ,Elt Fuyka
46252,石匠の研磨剤,Titan,2026-08-06 15:49:35,11400,7,NQ,Elt Fuyka
10373,魔導機械修理材,Ifrit,2026-08-06 15:49:07,1593,99,NQ,Gat Spring
10373,魔導機械修理材,Ifrit,2026-08-06 15:49:06,1593,99,NQ,Gat Spring
50971,包丁強化用グリップ材,Fenrir,2026-08-06 15:48:42,19300,1,NQ,Lua Ciel
50055,属性添加用部材,Fenrir,2026-08-06 15:48:32,175990,1,NQ,Lua Ciel
41780,巨匠のハイアルテマテリジャ,Ridill,2026-08-06 15:48:29,22000,66,NQ,Libra Omega
49832,クレセントマギ・ソーサラーネックレス,Unicorn,2026-08-06 15:47:54,18800000,1,NQ,Hiro Iw
49835,クレセントマギ・マスターソーサラーリング,Unicorn,2026-08-06 15:47:42,19739,1,NQ,Hiro Iw
52440,ヘアカタログ:ブレイドバン,Anima,2026-08-06 15:46:50,1310000,1,NQ,Haru Lotty
13,ウォータークリスタル,Tonberry,2026-08-06 15:46:34,41,2000,NQ,Vermilinor Ros
13,ウォータークリスタル,Tonberry,2026-08-06 15:46:32,40,3000,NQ,Vermilinor Ros
52440,ヘアカタログ:ブレイドバン,Anima,2026-08-06 15:46:16,1300000,1,NQ,Sora Gestalt
36086,パームシロップ,Titan,2026-08-06 15:46:02,118,39,NQ,Id Sharon
50971,包丁強化用グリップ材,Fenrir,2026-08-06 15:45:58,19298,1,NQ,Lua Ciel
50055,属性添加用部材,Fenrir,2026-08-06 15:45:47,168990,1,NQ,Lua Ciel
46856,人造ダークマターβ,Fenrir,2026-08-06 15:45:40,130000,1,NQ,Lua Ciel
52266,ダックポーター・ホイッスル,Kujata,2026-08-06 15:45:40,14981000,1,NQ,Kikiajimi Davinci-
10396,サベネアンサンダル,Tonberry,2026-08-06 15:45:15,500,1,NQ,Akane Yoikaze
41780,巨匠のハイアルテマテリジャ,Ridill,2026-08-06 15:45:02,24000,15,NQ,Libra Omega
11,アースクリスタル,Aegis,2026-08-06 15:44:59,42,500,NQ,Caffelatte Mocha
32802,カーフスキン・ライダースシューズ,Belias,2026-08-06 15:44:59,29000,1,NQ,Artema Mona
48096,フォーチュンカロット,Durandal,2026-08-06 15:44:56,3000000,1,NQ,Appeal Broad
48096,フォーチュンカロット,Durandal,2026-08-06 15:44:55,3000000,1,NQ,Appeal Broad
48096,フォーチュンカロット,Durandal,2026-08-06 15:44:54,3000000,1,NQ,Appeal Broad
9,アイスクリスタル,Aegis,2026-08-06 15:44:49,45,500,NQ,Caffelatte Mocha
52440,ヘアカタログ:ブレイドバン,Belias,2026-08-06 15:44:34,1500000,1,NQ,Ciao Chuuru
52440,ヘアカタログ:ブレイドバン,Anima,2026-08-06 15:44:16,1300000,1,NQ,Tiara Melrose
52292,演技教本:高笑い,Belias,2026-08-06 15:44:16,1350000,1,NQ,Platy Glaucus
52440,ヘアカタログ:ブレイドバン,Anima,2026-08-06 15:44:12,1300000,1,NQ,Pawa Wichu
49240,キャラメルポップコーン,Hades,2026-08-06 15:43:31,3033,30,HQ,Saboten Kircheis
52295,演技教本:後ろを振り返る,Garuda,2026-08-06 15:43:20,1499998,1,NQ,Nuo Skapei
50057,属性添加用合成樹脂,Fenrir,2026-08-06 15:43:11,136999,1,NQ,Lua Ciel
46857,人造ダークマターγ,Fenrir,2026-08-06 15:43:03,134999,1,NQ,Lua Ciel
36169,ハイダリウムインゴット,Shinryu,2026-08-06 15:42:56,500,1,NQ,Norris Jr
36169,ハイダリウムインゴット,Shinryu,2026-08-06 15:42:55,500,1,NQ,Norris Jr
36169,ハイダリウムインゴット,Shinryu,2026-08-06 15:42:54,499,1,NQ,Norris Jr
49835,クレセントマギ・マスターソーサラーリング,Kujata,2026-08-06 15:42:53,20000,1,NQ,Croix Bartel
36169,ハイダリウムインゴット,Shinryu,2026-08-06 15:42:53,488,1,NQ,Norris Jr
49835,クレセントマギ・マスターソーサラーリング,Kujata,2026-08-06 15:42:52,19740,1,NQ,Croix Bartel
36169,ハイダリウムインゴット,Shinryu,2026-08-06 15:42:52,480,2,HQ,Norris Jr
13115,カララント:ジェットブラック,Titan,2026-08-06 15:42:32,435000,1,NQ,Tulun Dotharl
13115,カララント:ジェットブラック,Titan,2026-08-06 15:42:30,430000,2,NQ,Tulun Dotharl
13114,カララント:ピュアホワイト,Titan,2026-08-06 15:42:27,470000,2,NQ,Tulun Dotharl
13114,カララント:ピュアホワイト,Titan,2026-08-06 15:42:26,470000,2,NQ,Tulun Dotharl
13114,カララント:ピュアホワイト,Titan,2026-08-06 15:42:25,470000,2,NQ,Tulun Dotharl
52440,ヘアカタログ:ブレイドバン,Chocobo,2026-08-06 15:42:21,1440000,1,NQ,Asuka Misaki
10373,魔導機械修理材,Ridill,2026-08-06 15:42:15,1598,99,NQ,Loto Bite
49830,クレセントマギ・マスターファイターリング,Chocobo,2026-08-06 15:42:09,39739,1,NQ,Kan San
5365,バンブー材,Tiamat,2026-08-06 15:42:09,400,4,NQ,Himari Turner
49240,キャラメルポップコーン,Chocobo,2026-08-06 15:42:08,2893,10,HQ,Lery Reyes
5365,バンブー材,Tiamat,2026-08-06 15:42:07,500,2,NQ,Himari Turner
5365,バンブー材,Tiamat,2026-08-06 15:42:06,700,8,NQ,Himari Turner
49240,キャラメルポップコーン,Chocobo,2026-08-06 15:42:05,2893,10,HQ,Lery Reyes
49240,キャラメルポップコーン,Chocobo,2026-08-06 15:42:03,2893,10,HQ,Lery Reyes
49235,眼力の宝薬G4,Durandal,2026-08-06 15:42:00,3600,99,HQ,Horse Chestnut
5629,信力のマテリア,Ifrit,2026-08-06 15:41:53,930,1,NQ,Kaffka Evercold
13,ウォータークリスタル,Tonberry,2026-08-06 15:41:39,40,3000,NQ,Outer Space
13,ウォータークリスタル,Tonberry,2026-08-06 15:41:37,40,3000,NQ,Outer Space
13,ウォータークリスタル,Anima,2026-08-06 15:41:25,34,3000,NQ,Yome Yomeme
13,ウォータークリスタル,Anima,2026-08-06 15:41:23,32,2401,NQ,Yome Yomeme
44030,高山亜麻布,Aegis,2026-08-06 15:41:21,800,1,NQ,Ulme I-wasi
44030,高山亜麻布,Aegis,2026-08-06 15:41:20,700,1,NQ,Ulme I-wasi
8,ファイアクリスタル,Anima,2026-08-06 15:41:13,37,2000,NQ,Yome Yomeme
8,ファイアクリスタル,Anima,2026-08-06 15:41:12,37,2000,NQ,Yome Yomeme
8,ファイアクリスタル,Anima,2026-08-06 15:41:10,37,2000,NQ,Yome Yomeme
52440,ヘアカタログ:ブレイドバン,Unicorn,2026-08-06 15:41:00,1300000,1,NQ,Shino Nefiria
52440,ヘアカタログ:ブレイドバン,Shinryu,2026-08-06 15:40:51,1300000,1,NQ,Venal Vertebrate
52440,ヘアカタログ:ブレイドバン,Shinryu,2026-08-06 15:40:50,1290000,1,NQ,Venal Vertebrate
52440,ヘアカタログ:ブレイドバン,Shinryu,2026-08-06 15:40:48,1240000,1,NQ,Venal Vertebrate
44001,カザナルインゴット,Chocobo,2026-08-06 15:40:42,500,1,NQ,Moru M'oru
44001,カザナルインゴット,Chocobo,2026-08-06 15:40:41,480,1,NQ,Moru M'oru
44001,カザナルインゴット,Chocobo,2026-08-06 15:40:40,445,3,NQ,Moru M'oru
44001,カザナルインゴット,Chocobo,2026-08-06 15:40:39,430,1,NQ,Moru M'oru
44001,カザナルインゴット,Chocobo,2026-08-06 15:40:38,411,1,NQ,Moru M'oru
49832,クレセントマギ・ソーサラーネックレス,Belias,2026-08-06 15:40:29,17490000,1,NQ,Lloyd Green
10,ウィンドクリスタル,Tiamat,2026-08-06 15:40:23,38,1000,NQ,Leo Adams
41763,博識のハイオメガマテリジャ,Alexander,2026-08-06 15:40:12,1150,3,NQ,Yuu Carte
13,ウォータークリスタル,Anima,2026-08-06 15:40:12,32,2688,NQ,Cub Chino
41763,博識のハイオメガマテリジャ,Alexander,2026-08-06 15:40:10,1017,2,NQ,Yuu Carte
44071,タンブルクラブの枯草,Kujata,2026-08-06 15:39:55,300,5,NQ,Vermilinor Ros
44071,タンブルクラブの枯草,Kujata,2026-08-06 15:39:54,300,5,NQ,Vermilinor Ros
44071,タンブルクラブの枯草,Kujata,2026-08-06 15:39:52,300,99,NQ,Vermilinor Ros
44071,タンブルクラブの枯草,Kujata,2026-08-06 15:39:51,300,99,NQ,Vermilinor Ros
44071,タンブルクラブの枯草,Kujata,2026-08-06 15:39:49,300,99,NQ,Vermilinor Ros
13708,カララント:パステルピンク,Titan,2026-08-06 15:39:39,30000,2,NQ,Kusi Niku
13708,カララント:パステルピンク,Titan,2026-08-06 15:39:37,30000,2,NQ,Kusi Niku
8166,サベネアの野菜,Pandaemonium,2026-08-06 15:39:27,144500,1,NQ,Ecarlate Rubys
5530,コークス,Titan,2026-08-06 15:39:22,150,46,NQ,Luca Ciao
5530,コークス,Titan,2026-08-06 15:39:21,150,99,NQ,Luca Ciao
5530,コークス,Titan,2026-08-06 15:39:20,150,99,NQ,Luca Ciao
50055,属性添加用部材,Fenrir,2026-08-06 15:39:14,165000,1,NQ,Lua Ciel
52440,ヘアカタログ:ブレイドバン,Anima,2026-08-06 15:39:04,1250000,1,NQ,Angelus Aklesia
50447,ノーブル・マジックカーペット,Atomos,2026-08-06 15:38:40,9000000,1,NQ,Mog Champ
50447,ノーブル・マジックカーペット,Atomos,2026-08-06 15:38:39,8800000,1,NQ,Mog Champ
10373,魔導機械修理材,Shinryu,2026-08-06 15:38:38,1635,99,NQ,Vipechi Torys
28139,イミテーション・ロングウィンドウ,Gungnir,2026-08-06 15:38:22,660,1,NQ,Riruta Nana
13708,カララント:パステルピンク,Chocobo,2026-08-06 15:38:21,30000,2,NQ,Liz Bringend
28139,イミテーション・ロングウィンドウ,Gungnir,2026-08-06 15:38:21,650,1,NQ,Riruta Nana
28139,イミテーション・ロングウィンドウ,Gungnir,2026-08-06 15:38:19,500,1,NQ,Riruta Nana
28139,イミテーション・ロングウィンドウ,Gungnir,2026-08-06 15:38:18,460,1,NQ,Riruta Nana
13114,カララント:ピュアホワイト,Pandaemonium,2026-08-06 15:38:11,459740,2,NQ,Liz Zz
52440,ヘアカタログ:ブレイドバン,Hades,2026-08-06 15:38:07,1364000,1,NQ,Parm Royal
50971,包丁強化用グリップ材,Durandal,2026-08-06 15:38:07,23000,1,NQ,Galin Malin
52295,演技教本:後ろを振り返る,Titan,2026-08-06 15:38:06,1940000,1,NQ,Tochi Riko
13114,カララント:ピュアホワイト,Anima,2026-08-06 15:38:02,460000,1,NQ,Anko Mochi
46185,古ぼけた地図G18,Pandaemonium,2026-08-06 15:37:46,5000,1,NQ,Insane Tas
46185,古ぼけた地図G18,Typhon,2026-08-06 15:37:46,24999,1,NQ,Ryoko Chan
51263,エバーキープ・ステレオ,Ifrit,2026-08-06 15:37:40,692029,1,NQ,Luna Rifa
46185,古ぼけた地図G18,Pandaemonium,2026-08-06 15:37:34,5000,1,NQ,Insane Tas
46185,古ぼけた地図G18,Typhon,2026-08-06 15:37:29,24900,1,NQ,Ryoko Chan
50971,包丁強化用グリップ材,Bahamut,2026-08-06 15:37:24,34000,1,NQ,Yusura Takahara
50055,属性添加用部材,Fenrir,2026-08-06 15:37:20,165000,1,NQ,Lua Ciel
50972,包丁強化用合金,Bahamut,2026-08-06 15:37:20,43000,1,NQ,Yusura Takahara
49275,コートリーラヴァー・ディフェンダーブーツ,Tonberry,2026-08-06 15:37:17,150768,1,HQ,Viee Edgerunner
44001,カザナルインゴット,Masamune,2026-08-06 15:37:17,700,1,NQ,Hitoiro Arue
49274,コートリーラヴァー・ディフェンダーブリーチ,Tonberry,2026-08-06 15:37:12,249085,1,HQ,Viee Edgerunner
48096,フォーチュンカロット,Zeromus,2026-08-06 15:37:06,3000000,1,NQ,Lilim Peppermint
48096,フォーチュンカロット,Zeromus,2026-08-06 15:37:05,3000000,1,NQ,Lilim Peppermint
49273,コートリーラヴァー・ディフェンダーガントレット,Tonberry,2026-08-06 15:37:00,152829,1,HQ,Viee Edgerunner
27841,アップランド小麦粉,Pandaemonium,2026-08-06 15:36:57,100003,1,HQ,Raz Melt
49829,クレセントマギ・ファイターリング,Ixion,2026-08-06 15:36:52,2360712,1,NQ,Hiro Hatiroku
52295,演技教本:後ろを振り返る,Anima,2026-08-06 15:36:49,1430001,1,NQ,Vivian Minuet
49271,コートリーラヴァー・ディフェンダーヘアピン,Tonberry,2026-08-06 15:36:46,99989,1,HQ,Viee Edgerunner
31406,ヘアカタログ:セイントウィング,Chocobo,2026-08-06 15:36:15,24999,1,NQ,Salvatore Hassaku
44033,サンダーヤードシルク,Masamune,2026-08-06 15:36:13,400,1,NQ,Hitoiro Arue
32830,演技教本:チョコボの筆,Tonberry,2026-08-06 15:36:10,11869,1,NQ,Azagthoria Irenicus
48096,フォーチュンカロット,Anima,2026-08-06 15:36:07,2999990,1,NQ,Stella Alice
44001,カザナルインゴット,Masamune,2026-08-06 15:36:00,700,1,NQ,Hitoiro Arue
41763,博識のハイオメガマテリジャ,Anima,2026-08-06 15:35:45,916,16,NQ,Gylbart Weaver
49240,キャラメルポップコーン,Hades,2026-08-06 15:35:44,3040,99,HQ,Okocho Chillet
4848,メープルシュガー,Tonberry,2026-08-06 15:35:40,99,99,HQ,Outer Space
48096,フォーチュンカロット,Zeromus,2026-08-06 15:35:34,3000000,1,NQ,Lilith Popon
49831,クレセントマギ・ソーサラーイヤリング,Ridill,2026-08-06 15:35:31,14321012,1,NQ,Lloyd Green
41763,博識のハイオメガマテリジャ,Anima,2026-08-06 15:35:22,900,4,NQ,Gylbart Weaver
49240,キャラメルポップコーン,Durandal,2026-08-06 15:35:13,1999,30,HQ,Kurorin Whismur
49240,キャラメルポップコーン,Durandal,2026-08-06 15:35:12,1999,30,HQ,Kurorin Whismur
49240,キャラメルポップコーン,Durandal,2026-08-06 15:35:11,1999,30,HQ,Kurorin Whismur
49240,キャラメルポップコーン,Durandal,2026-08-06 15:35:10,1997,30,HQ,Kurorin Whismur
44030,高山亜麻布,Aegis,2026-08-06 15:35:10,654,1,NQ,Ulme I-wasi
49240,キャラメルポップコーン,Durandal,2026-08-06 15:35:08,1990,5,HQ,Kurorin Whismur
49254,コートリーラヴァー・ケーン,Pandaemonium,2026-08-06 15:34:52,198800,1,HQ,Eilis Allen
48096,フォーチュンカロット,Zeromus,2026-08-06 15:34:45,2950000,1,NQ,Lilith Popon
46185,古ぼけた地図G18,Pandaemonium,2026-08-06 15:34:42,5000,1,NQ,Insane Tas
36172,コンドライトインゴット,Chocobo,2026-08-06 15:34:35,980,1,NQ,Aiolia Leo
46185,古ぼけた地図G18,Pandaemonium,2026-08-06 15:34:31,5000,1,NQ,Insane Tas
41772,武略のハイアルテマテリジャ,Bahamut,2026-08-06 15:34:27,617,30,NQ,Jofrid Royle
44008,ラァーインゴット,Tonberry,2026-08-06 15:34:09,700,1,NQ,Emmy Honeywell
44008,ラァーインゴット,Tonberry,2026-08-06 15:34:08,699,1,NQ,Emmy Honeywell
44008,ラァーインゴット,Tonberry,2026-08-06 15:34:07,695,1,NQ,Emmy Honeywell
52440,ヘアカタログ:ブレイドバン,Pandaemonium,2026-08-06 15:34:04,1100000,1,NQ,Lus Bayaqud
52255,カララント:アディショナルカラー1,Chocobo,2026-08-06 15:33:51,6998,30,NQ,Lily Blanche
13114,カララント:ピュアホワイト,Titan,2026-08-06 15:33:51,470000,2,NQ,Kaien Vantier
13114,カララント:ピュアホワイト,Titan,2026-08-06 15:33:49,470000,2,NQ,Kaien Vantier
46253,アリペブレ,Zeromus,2026-08-06 15:33:48,5600,2,HQ,A'n Vert
44012,ブラックスター,Tonberry,2026-08-06 15:33:46,3000,3,HQ,Noru Villastwesfv
44012,ブラックスター,Tonberry,2026-08-06 15:33:42,1979,1,HQ,Noru Villastwesfv
8,ファイアクリスタル,Pandaemonium,2026-08-06 15:33:41,50,1000,NQ,Risachi Igaty
49300,コートリーラヴァー・ヒーラーシューズ,Pandaemonium,2026-08-06 15:33:10,80000,1,HQ,Eilis Allen
5336,亜麻糸,Ramuh,2026-08-06 15:33:04,298,10,HQ,Waltstein Abend
44008,ラァーインゴット,Alexander,2026-08-06 15:33:00,3000,10,HQ,Roy M-dia
49299,コートリーラヴァー・ヒーラーパンタロン,Pandaemonium,2026-08-06 15:32:29,226290,1,HQ,Eilis Allen
46252,石匠の研磨剤,Titan,2026-08-06 15:31:51,11300,5,NQ,Elt Fuyka
49296,コートリーラヴァー・ヒーラーフード,Pandaemonium,2026-08-06 15:31:03,79875,1,HQ,Eilis Allen
5532,樹液塊,Unicorn,2026-08-06 15:31:02,196,99,NQ,Diamant Zaandam
5532,樹液塊,Unicorn,2026-08-06 15:31:01,196,99,NQ,Diamant Zaandam
5532,樹液塊,Unicorn,2026-08-06 15:31:00,196,99,NQ,Diamant Zaandam
5532,樹液塊,Unicorn,2026-08-06 15:30:59,196,99,NQ,Diamant Zaandam
5532,樹液塊,Unicorn,2026-08-06 15:30:58,196,99,NQ,Diamant Zaandam
48096,フォーチュンカロット,Asura,2026-08-06 15:30:53,3200000,1,NQ,Ozyoko Impact
48096,フォーチュンカロット,Asura,2026-08-06 15:30:52,3200000,1,NQ,Ozyoko Impact
48096,フォーチュンカロット,Asura,2026-08-06 15:30:50,3200000,1,NQ,Ozyoko Impact
48096,フォーチュンカロット,Asura,2026-08-06 15:30:48,3199999,1,NQ,Ozyoko Impact
52440,ヘアカタログ:ブレイドバン,Carbuncle,2026-08-06 15:30:38,1400000,1,NQ,Ponta Rou
13,ウォータークリスタル,Chocobo,2026-08-06 15:30:13,41,1000,NQ,Noir Chivalry
52295,演技教本:後ろを振り返る,Ifrit,2026-08-06 15:30:03,1380000,1,NQ,Mack Neet
13,ウォータークリスタル,Chocobo,2026-08-06 15:29:59,40,200,NQ,Noir Chivalry
13,ウォータークリスタル,Chocobo,2026-08-06 15:29:58,40,795,NQ,Noir Chivalry
13,ウォータークリスタル,Chocobo,2026-08-06 15:29:52,37,4000,NQ,Noir Chivalry
46185,古ぼけた地図G18,Garuda,2026-08-06 15:29:51,10000,1,NQ,Loanne Rainteaul
41782,詠唱のハイアルテマテリジャ,Tonberry,2026-08-06 15:29:41,700,11,NQ,Giotto Vongola
46185,古ぼけた地図G18,Garuda,2026-08-06 15:29:36,10000,1,NQ,Loanne Rainteaul
45978,ディアトリマの毛布,Yojimbo,2026-08-06 15:29:26,8994,1,NQ,So Ow
46185,古ぼけた地図G18,Garuda,2026-08-06 15:29:20,9000,1,NQ,Loanne Rainteaul
52266,ダックポーター・ホイッスル,Ixion,2026-08-06 15:29:13,15400000,1,NQ,Kuraimu Volts
46185,古ぼけた地図G18,Durandal,2026-08-06 15:29:10,30000,1,NQ,Bababar Baba
46185,古ぼけた地図G18,Durandal,2026-08-06 15:29:01,30000,1,NQ,Leihber Mewrilah
49833,クレセントマギ・ソーサラーブレスレット,Ultima,2026-08-06 15:28:54,13970000,1,NQ,Phio Crest
46185,古ぼけた地図G18,Durandal,2026-08-06 15:28:53,30000,1,NQ,Bababar Baba
50973,包丁研磨用オイル,Ramuh,2026-08-06 15:28:47,32989,1,NQ,Camilla Batley
46185,古ぼけた地図G18,Durandal,2026-08-06 15:28:46,30000,1,NQ,Khenies Anbolho
50971,包丁強化用グリップ材,Ramuh,2026-08-06 15:28:42,50990,1,NQ,Camilla Batley
46185,古ぼけた地図G18,Durandal,2026-08-06 15:28:39,30000,1,NQ,Boroqcinss Tumet
50972,包丁強化用合金,Ramuh,2026-08-06 15:28:38,40965,1,NQ,Camilla Batley
13713,カララント:パステルブルー,Fenrir,2026-08-06 15:28:27,401,1,NQ,Mimi Chiyo
13713,カララント:パステルブルー,Fenrir,2026-08-06 15:28:26,401,1,NQ,Mimi Chiyo
13713,カララント:パステルブルー,Fenrir,2026-08-06 15:28:25,400,1,NQ,Mimi Chiyo
